title	authors	doi	journal	volume	issue	pages	X.	descriptors	oldfilename	newfilename	file.location	authors.fullnames	link.to.abstract	lookup.code
417	It takes two: The interpersonal nature of empathic accuracy.	J Zaki, N Bolger, K Ochsner	10.1111/j.1467-9280.2008.02099.x	PS	19	4	399-404		Adult, Affect, Empathy, Female, Humans, Interpersonal Relations, Male, Questionnaires	2008.PsycScience/4 April/399.full.pdf	PS/PS-19-4-399.pdf	Reproducibility Papers/PS/PS-19-4-399.pdf	Jamil Zaki, Niall Bolger, Kevin Ochsner	NA	PS-19-4-399
418	In-group love and out-group hate as motives for individual participation in intergroup conflict: A new game paradigm.	N Halevy, G Bornstein, L Sagiv	10.1111/j.1467-9280.2008.02100.x	PS	19	4	405-11		Adult, Conflict (Psychology), Female, Hate, Humans, Interpersonal Relations, Love, Male, Motivation	2008.PsycScience/4 April/405.full.pdf	PS/PS-19-4-405.pdf	Reproducibility Papers/PS/PS-19-4-405.pdf	Nir Halevy, Gary Bornstein, Lilach Sagiv	NA	PS-19-4-405
419	Synaesthesia, color terms, and color space: Color claims came from color names in Beeli, Esslen, and Jäncke (2007).	J Simner, J Ward	10.1111/j.1467-9280.2008.02101.x	PS	19	4	412-4		Color Perception, Humans, Perceptual Disorders, Space Perception, Vocabulary	2008.PsycScience/4 April/412.full.pdf	PS/PS-19-4-412.pdf	Reproducibility Papers/PS/PS-19-4-412.pdf	Julia Simner, Jamie Ward	NA	PS-19-4-412
420	Making message recipients "feel right": How nonverbal cues can increase persuasion.	J Cesario, ET Higgins	10.1111/j.1467-9280.2008.02102.x	PS	19	5	415-20		Attitude, Cues, Emotions [physiology], Gestures, Humans, Motivation, Nonverbal Communication [psychology], Orientation [physiology], Persuasive Communication, Questionnaires, Random Allocation, Students [psychology], Video Recording	2008.PsycScience/5 May/415.full.pdf	PS/PS-19-5-415.pdf	Reproducibility Papers/PS/PS-19-5-415.pdf	Joseph Cesario, E Tory Higgins	NA	PS-19-5-415
421	Is the sky 2? contextual priming in grapheme-color synaesthesia.	D Brang, L Edwards, VS Ramachandran, S Coulson	10.1111/j.1467-9280.2008.02103.x	PS	19	5	421-8		Adolescent, Adult, Association, Association Learning, Color Perception, Cues, Electroencephalography [methods], Evoked Potentials, Humans, Reading, Vision Disorders [psychology], Visual Perception	2008.PsycScience/5 May/421.full.pdf	PS/PS-19-5-421.pdf	Reproducibility Papers/PS/PS-19-5-421.pdf	D Brang, L Edwards, V S Ramachandran, S Coulson	NA	PS-19-5-421
422	Explaining contradictory relations between risk perception and risk taking.	B Mills, VF Reyna, S Estrada	10.1111/j.1467-9280.2008.02104.x	PS	19	5	429-33		Adolescent, Adolescent Behavior [psychology], Adolescent Psychology [methods], Conflict (Psychology), Cues, Female, HIV Infections [psychology], Health Knowledge, Attitudes, Practice, Humans, Judgment, Male, Perception, Risk-Taking, Sexual Behavior [psychology], United States	2008.PsycScience/5 May/429.full.pdf	PS/PS-19-5-429.pdf	Reproducibility Papers/PS/PS-19-5-429.pdf	Britain Mills, Valerie F Reyna, Steven Estrada	NA	PS-19-5-429
423	Viewing a face (especially one's own face) being touched enhances tactile perception on the face.	A Serino, F Pizzoferrato, E Làdavas	10.1111/j.1467-9280.2008.02105.x	PS	19	5	434-8		Adult, Cheek, Electric Stimulation [methods], Face, Female, Humans, Italy, Male, Perceptual Masking [physiology], Reference Values, Students [psychology], Touch [physiology], Visual Perception [physiology]	2008.PsycScience/5 May/434.full.pdf	PS/PS-19-5-434.pdf	Reproducibility Papers/PS/PS-19-5-434.pdf	Andrea Serino, Francesca Pizzoferrato, Elisabetta Làdavas	NA	PS-19-5-434
424	Becoming friends by chance.	MD Back, SC Schmukle, B Egloff	10.1111/j.1467-9280.2008.02106.x	PS	19	5	439-40		Adult, Choice Behavior [physiology], Female, Friends [psychology], Germany, Group Processes, Humans, Intention, Male, Random Allocation, Social Behavior, Social Desirability, Social Perception, Students [psychology]	2008.PsycScience/5 May/439.full.pdf	PS/PS-19-5-439.pdf	Reproducibility Papers/PS/PS-19-5-439.pdf	Mitja D Back, Stefan C Schmukle, Boris Egloff	NA	PS-19-5-439
425	Lacking power impairs executive functions.	PK Smith, NB Jostmann, AD Galinsky, WW van Dijk	10.1111/j.1467-9280.2008.02107.x	PS	19	5	441-7		Cognition, Cognition Disorders [etiology], Cues, Female, Goals, Humans, Inhibition (Psychology), Male, Netherlands, Power (Psychology), Social Behavior, Students [psychology], Task Performance and Analysis	2008.PsycScience/5 May/441.full.pdf	PS/PS-19-5-441.pdf	Reproducibility Papers/PS/PS-19-5-441.pdf	Pamela K Smith, Nils B Jostmann, Adam D Galinsky, Wilco W van Dijk	NA	PS-19-5-441
426	Interpersonal politics: The role of terror management and attachment processes in shaping political preferences.	DR Weise, T Pyszczynski, CR Cox, J Arndt, J Greenberg, S Solomon, S Kosloff	10.1111/j.1467-9280.2008.02108.x	PS	19	5	448-55		Adolescent, Adult, Aggression [psychology], Attitude, Attitude to Death, Cues, Female, Humans, Internal-External Control, Interpersonal Relations, Male, Middle Aged, Object Attachment, Orientation, Politics, Psychoanalytic Theory, Random Allocation, Students [psychology], Terrorism [psychology]	2008.PsycScience/5 May/448.full.pdf	PS/PS-19-5-448.pdf	Reproducibility Papers/PS/PS-19-5-448.pdf	David R Weise, Tom Pyszczynski, Cathy R Cox, Jamie Arndt, Jeff Greenberg, Sheldon Solomon, Spee Kosloff	NA	PS-19-5-448
427	Implicit proactive interference, age, and automatic versus controlled retrieval strategies.	S Ikier, L Yang, L Hasher	10.1111/j.1467-9280.2008.02109.x	PS	19	5	456-61		Adolescent, Adult, Age Factors, Aged, Aging [psychology], Cues, Female, Humans, Male, Mental Recall [physiology], Middle Aged, Neuropsychological Tests [statistics & numerical data], Paired-Associate Learning [physiology], Pattern Recognition, Visual [physiology], Proactive Inhibition, Reaction Time [physiology], Recognition (Psychology) [physiology], Retention (Psychology) [physiology], Students [psychology], Task Performance and Analysis	2008.PsycScience/5 May/456.full.pdf	PS/PS-19-5-456.pdf	Reproducibility Papers/PS/PS-19-5-456.pdf	Simay Ikier, Lixia Yang, Lynn Hasher	NA	PS-19-5-456
428	Forgetting and recovering the unforgettable.	SM Smith, SC Moynan	10.1111/j.1467-9280.2008.02110.x	PS	19	5	462-8		Adolescent, Adult, Association, Cues, Emotions [physiology], Female, Humans, Inhibition (Psychology), Intention, Male, Mental Recall [physiology], Random Allocation, Repression, Psychology, Sexual Behavior [psychology], Students [psychology], Task Performance and Analysis, Violence [psychology]	2008.PsycScience/5 May/462.full.pdf	PS/PS-19-5-462.pdf	Reproducibility Papers/PS/PS-19-5-462.pdf	Steven M Smith, Sarah C Moynan	NA	PS-19-5-462
429	In the footsteps of biological motion and multisensory perception: Judgments of audiovisual temporal relations are enhanced for upright walkers.	AP Saygin, J Driver, VR de Sa	10.1111/j.1467-9280.2008.02111.x	PS	19	5	469-75		Acoustic Stimulation [methods], Adolescent, Adult, Auditory Perception [physiology], Humans, Judgment [physiology], Motion Perception [physiology], Photic Stimulation [methods], Posture [physiology], Task Performance and Analysis, Time Perception [physiology], Visual Perception [physiology], Walking [physiology]	2008.PsycScience/5 May/469.full.pdf	PS/PS-19-5-469.pdf	Reproducibility Papers/PS/PS-19-5-469.pdf	Ayse Pinar Saygin, Jon Driver, Virginia R de Sa	NA	PS-19-5-469
430	Approach-motivated positive affect reduces breadth of attention.	PA Gable, E Harmon-Jones	10.1111/j.1467-9280.2008.02112.x	PS	19	5	476-82		Affect [physiology], Attention [physiology], Female, Humans, Male, Motivation, Random Allocation, Reaction Time [physiology], Students [psychology], Task Performance and Analysis	2008.PsycScience/5 May/476.full.pdf	PS/PS-19-5-476.pdf	Reproducibility Papers/PS/PS-19-5-476.pdf	Philip A Gable, Eddie Harmon-Jones	NA	PS-19-5-476
431	Smarter than we think: When our brains detect that we are biased.	W De Neys, O Vartanian, V Goel	10.1111/j.1467-9280.2008.02113.x	PS	19	5	483-9		Adult, Brain [anatomy & histology], Brain Mapping [methods], Conflict (Psychology), Cues, Decision Making [physiology], Echo-Planar Imaging [methods], Humans, Image Processing, Computer-Assisted [methods], Inhibition (Psychology), Intelligence [physiology], Judgment [physiology], Magnetic Resonance Imaging [methods], Photic Stimulation [methods], Stereotyping, Thinking [physiology], Visual Perception [physiology]	2008.PsycScience/5 May/483.full.pdf	PS/PS-19-5-483.pdf	Reproducibility Papers/PS/PS-19-5-483.pdf	Wim De Neys, Oshin Vartanian, Vinod Goel	NA	PS-19-5-483
432	Dissociable interference-control processes in perception and memory.	DE Nee, J Jonides	10.1111/j.1467-9280.2008.02114.x	PS	19	5	490-500		Adult, Behavior [physiology], Brain [anatomy & histology], Brain Mapping [methods], Cognition [physiology], Cues, Female, Humans, Image Processing, Computer-Assisted [methods], Internal-External Control, Magnetic Resonance Imaging [methods], Male, Memory [physiology], Mental Processes [physiology], Perception [physiology], Proactive Inhibition, Reaction Time [physiology], Task Performance and Analysis	2008.PsycScience/5 May/490.full.pdf	PS/PS-19-5-490.pdf	Reproducibility Papers/PS/PS-19-5-490.pdf	Derek Evan Nee, John Jonides	NA	PS-19-5-490
433	Fighting death with death: The buffering effects of learning that worldview violators have died.	J Hayes, J Schimel, TJ Williams	10.1111/j.1467-9280.2008.02115.x	PS	19	5	501-7		Attitude to Death, Conflict (Psychology), Defense Mechanisms, Female, Humans, Learning, Male, Random Allocation, Religion and Psychology, Students [psychology], Terrorism [psychology], Violence [psychology]	2008.PsycScience/5 May/501.full.pdf	PS/PS-19-5-501.pdf	Reproducibility Papers/PS/PS-19-5-501.pdf	Joseph Hayes, Jeff Schimel, Todd J Williams	NA	PS-19-5-501
434	Reading between the lies: Identifying concealed and falsified emotions in universal facial expressions.	S Porter, L ten Brinke	10.1111/j.1467-9280.2008.02116.x	PS	19	5	508-14		Adult, Blinking [physiology], Deception, Emotions [physiology], Facial Expression, Female, Humans, Judgment [physiology], Male, Nonverbal Communication [physiology], Observer Variation, Students [psychology], Unconscious (Psychology), Videotape Recording	2008.PsycScience/5 May/508.full.pdf	PS/PS-19-5-508.pdf	Reproducibility Papers/PS/PS-19-5-508.pdf	Stephen Porter, Leanne ten Brinke	NA	PS-19-5-508
435	Social feedback to infants' babbling facilitates rapid phonological learning.	MH Goldstein, JA Schwade	10.1111/j.1467-9280.2008.02117.x	PS	19	5	515-23		Feedback, Psychological [physiology], Female, Humans, Imitative Behavior [physiology], Infant, Infant Behavior [psychology], Language Development, Maternal Behavior [psychology], Mothers [psychology], Phonetics, Social Behavior, Speech Acoustics, Speech Perception [physiology], Verbal Learning [physiology]	2008.PsycScience/5 May/515.full.pdf	PS/PS-19-5-515.pdf	Reproducibility Papers/PS/PS-19-5-515.pdf	Michael H Goldstein, Jennifer A Schwade	NA	PS-19-5-515
436	Misery is not miserly: Sad and self-focused individuals spend more.	CE Cryder, JS Lerner, JJ Gross, RE Dahl	10.1111/j.1467-9280.2008.02118.x	PS	19	6	525-30		Adolescent, Adult, Decision Making, Economics, Ego, Emotions, Female, Happiness, Humans, Internal-External Control, Male, Problem Solving, Psychoanalytic Theory, Self Concept	2008.PsycScience/6 June/525.full.pdf	PS/PS-19-6-525.pdf	Reproducibility Papers/PS/PS-19-6-525.pdf	Cynthia E Cryder, Jennifer S Lerner, James J Gross, Ronald E Dahl	NA	PS-19-6-525
437	The face of bimodal bilingualism: Grammatical markers in american sign language are produced when bilinguals speak to english monolinguals.	JE Pyers, K Emmorey	10.1111/j.1467-9280.2008.02119.x	PS	19	6	531-6		Adult, Facial Expression, Female, Humans, Language, Linguistics [methods], Male, Multilingualism, Phonetics, Psycholinguistics [methods], Sign Language	2008.PsycScience/6 June/531.full.pdf	PS/PS-19-6-531.pdf	Reproducibility Papers/PS/PS-19-6-531.pdf	Jennie E Pyers, Karen Emmorey	NA	PS-19-6-531
438	Health-engagement control strategies and 2-year changes in older adults' physical health.	C Wrosch, R Schulz	10.1111/j.1467-9280.2008.02120.x	PS	19	6	537-41		Activities of Daily Living [psychology], Adaptation, Psychological, Aged, Attitude to Health, Canada, Chronic Disease [psychology], Female, Follow-Up Studies, Geriatric Assessment [methods], Health Behavior, Health Status, Humans, Male, Socioeconomic Factors	2008.PsycScience/6 June/537.full.pdf	PS/PS-19-6-537.pdf	Reproducibility Papers/PS/PS-19-6-537.pdf	Carsten Wrosch, Richard Schulz	NA	PS-19-6-537
439	Knowing too much: Using private knowledge to predict how one is viewed by others.	JR Chambers, N Epley, K Savitsky, PD Windschitl	10.1111/j.1467-9280.2008.02121.x	PS	19	6	542-8		Humans, Imagination [physiology], Intuition [physiology], Judgment [physiology], Predictive Value of Tests, Self Concept, Social Identification, Social Perception, Students [psychology]	2008.PsycScience/6 June/542.full.pdf	PS/PS-19-6-542.pdf	Reproducibility Papers/PS/PS-19-6-542.pdf	John R Chambers, Nicholas Epley, Kenneth Savitsky, Paul D Windschitl	NA	PS-19-6-542
440	Who shalt not kill? individual differences in working memory capacity, executive control, and moral judgment.	AB Moore, BA Clark, MJ Kane	10.1111/j.1467-9280.2008.02122.x	PS	19	6	549-57		Cognition [physiology], Decision Making [physiology], Emotions [physiology], Female, Homicide [psychology], Humans, Individuality, Intention, Judgment [physiology], Male, Memory, Short-Term [physiology], Morals, Reaction Time [physiology], Students [psychology], Task Performance and Analysis	2008.PsycScience/6 June/549.full.pdf	PS/PS-19-6-549.pdf	Reproducibility Papers/PS/PS-19-6-549.pdf	Adam B Moore, Brian A Clark, Michael J Kane	NA	PS-19-6-549
441	Illegitimacy moderates the effects of power on approach.	J Lammers, AD Galinsky, EH Gordijn, S Otten	10.1111/j.1467-9280.2008.02123.x	PS	19	6	558-64		Adult, Cues, Female, Humans, Male, Mental Recall [physiology], Negotiating [psychology], Power (Psychology), Random Allocation, Risk-Taking, Semantics, Social Dominance, Social Perception, Students [psychology]	2008.PsycScience/6 June/558.full.pdf	PS/PS-19-6-558.pdf	Reproducibility Papers/PS/PS-19-6-558.pdf	Joris Lammers, Adam D Galinsky, Ernestine H Gordijn, Sabine Otten	NA	PS-19-6-558
442	Why are conservatives happier than liberals?	JL Napier, JT Jost	10.1111/j.1467-9280.2008.02124.x	PS	19	6	565-72		Adaptation, Psychological [physiology], Attitude, Choice Behavior [physiology], Happiness, Humans, Personal Satisfaction, Politics, Public Opinion, Social Justice [psychology], Socioeconomic Factors, United States	2008.PsycScience/6 June/565.full.pdf	PS/PS-19-6-565.pdf	Reproducibility Papers/PS/PS-19-6-565.pdf	Jaime L Napier, John T Jost	NA	PS-19-6-565
443	Peak of desire: Activating the mating goal changes life-stage preferences across living kinds.	JY Huang, JA Bargh	10.1111/j.1467-9280.2008.02125.x	PS	19	6	573-8		Adolescent, Adult, Age Factors, Courtship [psychology], Cues, Female, Goals, Humans, Male, Middle Aged, Motivation, Prejudice, Sexual Behavior [psychology]	2008.PsycScience/6 June/573.full.pdf	PS/PS-19-6-573.pdf	Reproducibility Papers/PS/PS-19-6-573.pdf	Julie Y Huang, John A Bargh	NA	PS-19-6-573
444	Preferences versus strategies as explanations for culture-specific behavior.	T Yamagishi, H Hashimoto, J Schug	10.1111/j.1467-9280.2008.02126.x	PS	19	6	579-84		Choice Behavior [physiology], Cross-Cultural Comparison, Cultural Characteristics, Decision Making [physiology], Female, Humans, Japan, Male, Michigan, Motivation, Sex Distribution, Social Behavior, Social Conformity, Students [psychology]	2008.PsycScience/6 June/579.full.pdf	PS/PS-19-6-579.pdf	Reproducibility Papers/PS/PS-19-6-579.pdf	Toshio Yamagishi, Hirofumi Hashimoto, Joanna Schug	NA	PS-19-6-579
445	Learning concepts and categories: Is spacing the enemy of induction?	N Kornell, RA Bjork	10.1111/j.1467-9280.2008.02127.x	PS	19	6	585-92		California, Concept Formation [physiology], Discrimination (Psychology) [physiology], Education [methods], Humans, Learning [physiology], Mental Recall [physiology], Paintings [psychology], Recognition (Psychology) [physiology], Students [psychology], Task Performance and Analysis, Time Factors, Visual Perception [physiology]	2008.PsycScience/6 June/585.full.pdf	PS/PS-19-6-585.pdf	Reproducibility Papers/PS/PS-19-6-585.pdf	Nate Kornell, Robert A Bjork	NA	PS-19-6-585
446	Emotion elicitor or emotion messenger? subliminal priming reveals two faces of facial expressions.	KI Ruys, DA Stapel	10.1111/j.1467-9280.2008.02128.x	PS	19	6	593-600		Cognition [physiology], Cues, Emotions [physiology], Face, Facial Expression, Humans, Nonverbal Communication [physiology], Random Allocation, Students [psychology], Subliminal Stimulation, Time Factors, Unconscious (Psychology)	2008.PsycScience/6 June/593.full.pdf	PS/PS-19-6-593.pdf	Reproducibility Papers/PS/PS-19-6-593.pdf	Kirsten I Ruys, Diederik A Stapel	NA	PS-19-6-593
447	Overconfidence in an objective anticipatory motor task.	P Mamassian	10.1111/j.1467-9280.2008.02129.x	PS	19	6	601-6		Adult, Decision Making [physiology], Humans, Middle Aged, Motor Activity [physiology], Photic Stimulation [methods], Reward, Self Concept, Task Performance and Analysis, Uncertainty, Visual Perception [physiology]	2008.PsycScience/6 June/601.full.pdf	PS/PS-19-6-601.pdf	Reproducibility Papers/PS/PS-19-6-601.pdf	Pascal Mamassian	NA	PS-19-6-601
448	Does subitizing reflect numerical estimation?	SK Revkin, M Piazza, V Izard, L Cohen, S Dehaene	10.1111/j.1467-9280.2008.02130.x	PS	19	6	607-14		Adolescent, Adult, Choice Behavior [physiology], Discrimination (Psychology) [physiology], Female, Humans, Male, Mathematics, Perceptual Masking [physiology], Photic Stimulation [methods], Problem Solving [physiology], Psychological Theory, Reaction Time [physiology], Task Performance and Analysis, Time Factors, Visual Perception [physiology]	2008.PsycScience/6 June/607.full.pdf	PS/PS-19-6-607.pdf	Reproducibility Papers/PS/PS-19-6-607.pdf	Susannah K Revkin, Manuela Piazza, Véronique Izard, Laurent Cohen, Stanislas Dehaene	NA	PS-19-6-607
449	Modality-specific attention under imminent but not remote threat of shock: Evidence from differential prepulse inhibition of startle.	BR Cornwell, AM Echiverri, MF Covington, C Grillon	10.1111/j.1467-9280.2008.02131.x	PS	19	6	615-22		Acoustic Stimulation [methods], Adolescent, Adult, Attention [physiology], Electroshock [methods], Female, Humans, Inhibition (Psychology), Male, Physical Stimulation [methods], Startle Reaction [physiology], Stress, Psychological [psychology], Time Factors	2008.PsycScience/6 June/615.full.pdf	PS/PS-19-6-615.pdf	Reproducibility Papers/PS/PS-19-6-615.pdf	Brian R Cornwell, Aileen M Echiverri, Matthew F Covington, Christian Grillon	NA	PS-19-6-615
